1013185,300000
2250024,300000
1267105,300000
1526809,300000
9019322,300000
1920660,300000
1367318,300000
1118364,300000
1581347,300000
1190759,300000
1289784,300000
1889736,300000
3516274,300000
3360415,300000
1562815,300000
1119445,300001
1014235,300001
1163189,300001
1001416,300001
1152594,300001
1497862,300001
1422842,300001
3886756,300001
1367451,300001
1123727,300001
1699171,300001
37830407,300001
2216913,300001
4650832,300001
1001711,300002
1175628,300002
2184056,300002
1085571,300002
1044397,300002
1036966,300002
16121581,300002
1001711,300003
1175628,300003
1042441,300003
1062025,300003
1247668,300003
2133835,300003
1849570,300003
3978822,300003
1001711,300004
1396972,300004
1367059,300004
1924404,300004
3019156,300004
16924383,300004
4767134,300004
3978822,300004
1001711,300005
1539280,300005
1062144,300005
1085884,300005
2504303,300005
1189471,300005
1924404,300005
2800096,300005
1175628,300005
2861073,300005
2056470,300005
3978822,300005
1001711,300006
1367059,300006
1096224,300006
1247328,300006
1010923,300006
2184056,300006
2400185,300006
1062144,300006
1085884,300006
1189471,300006
1924404,300006
2800096,300006
2024660,300006
2056470,300006
40340639,300006
3978822,300006
1001711,300007
1175628,300007
1713880,300007
1924404,300007
1096224,300007
1990180,300007
1010923,300007
12359930,300007
1367059,300007
34362098,300007
40340639,300007
1042441,300007
3978822,300007
1001711,300008
1924404,300008
1367059,300008
1042441,300008
1175628,300008
3978822,300008
1001711,300009
1175628,300009
1085571,300009
1924404,300009
2800096,300009
1062144,300009
1156641,300009
3978822,300009
1001711,300010
1175628,300010
2184056,300010
1924404,300010
2800096,300010
3978822,300010
1578850,300011
2202773,300011
2226388,300011
3304141,300011
2591469,300011
2186935,300011
1092199,300011
1772290,300011
29536237,300011
1094926,300011
37263610,300011
2651319,300011
1001711,300012
1805585,300012
1213282,300012
1433566,300012
2504303,300012
1258031,300012
2049704,300012
2256081,300013
1397111,300013
1301150,300013
1390643,300013
2248510,300013
4490061,300013
3539614,300013
2782275,300013
1040313,300014
1175628,300014
1096224,300014
4521764,300014
1003843,300014
2184056,300014
1342834,300014
1040313,300015
1004332,300015
1539280,300015
1045388,300015
1062144,300015
1367059,300015
2504303,300015
1987990,300015
1189471,300015
3121685,300015
1186290,300015
2800096,300015
2874610,300015
2568837,300015
50958507,300015
3978822,300015
1045388,300016
1040313,300016
2504303,300016
2184090,300016
2800096,300016
1367059,300016
1746747,300017
2506539,300017
1924404,300017
2800096,300017
2352283,300017
1153024,300017
3093191,300017
2506539,300018
1001711,300018
1175628,300018
1042441,300018
1162106,300018
1224219,300018
1060617,300018
1774648,300018
1867255,300018
3978822,300018
1096224,300019
1713880,300019
2504303,300019
1302016,300019
1062144,300019
1059357,300019
3646116,300019
1539280,300019
