1013185,2250024
2250024,1267105
1267105,1526809
1526809,9019322
9019322,1920660
1920660,1367318
1367318,1118364
1118364,1581347
1581347,1190759
1190759,1289784
1289784,1889736
1889736,3516274
3516274,3360415
3360415,1562815
1119445,1014235
1014235,1163189
1163189,1001416
1001416,1152594
1152594,1497862
1497862,1422842
1422842,3886756
3886756,1367451
1367451,1123727
1123727,1699171
1699171,37830407
37830407,2216913
2216913,4650832
1001711,1175628
1175628,2184056
2184056,1085571
1085571,1044397
1044397,1036966
1036966,16121581
1001711,1175628
1175628,1042441
1042441,1062025
1062025,1247668
1247668,2133835
2133835,1849570
1849570,3978822
1001711,1396972
1396972,1367059
1367059,1924404
1924404,3019156
3019156,16924383
16924383,4767134
4767134,3978822
1001711,1539280
1539280,1062144
1062144,1085884
1085884,2504303
2504303,1189471
1189471,1924404
1924404,2800096
2800096,1175628
1175628,2861073
2861073,2056470
2056470,3978822
1001711,1367059
1367059,1096224
1096224,1247328
1247328,1010923
1010923,2184056
2184056,2400185
2400185,1062144
1062144,1085884
1085884,1189471
1189471,1924404
1924404,2800096
2800096,2024660
2024660,2056470
2056470,40340639
40340639,3978822
1001711,1175628
1175628,1713880
1713880,1924404
1924404,1096224
1096224,1990180
1990180,1010923
1010923,12359930
12359930,1367059
1367059,34362098
34362098,40340639
40340639,1042441
1042441,3978822
1001711,1924404
1924404,1367059
1367059,1042441
1042441,1175628
1175628,3978822
1001711,1175628
1175628,1085571
1085571,1924404
1924404,2800096
2800096,1062144
1062144,1156641
1156641,3978822
1001711,1175628
1175628,2184056
2184056,1924404
1924404,2800096
2800096,3978822
1578850,2202773
2202773,2226388
2226388,3304141
3304141,2591469
2591469,2186935
2186935,1092199
1092199,1772290
1772290,29536237
29536237,1094926
1094926,37263610
37263610,2651319
1001711,1805585
1805585,1213282
1213282,1433566
1433566,2504303
2504303,1258031
1258031,2049704
2256081,1397111
1397111,1301150
1301150,1390643
1390643,2248510
2248510,4490061
4490061,3539614
3539614,2782275
1040313,1175628
1175628,1096224
1096224,4521764
4521764,1003843
1003843,2184056
2184056,1342834
1040313,1004332
1004332,1539280
1539280,1045388
1045388,1062144
1062144,1367059
1367059,2504303
2504303,1987990
1987990,1189471
1189471,3121685
3121685,1186290
1186290,2800096
2800096,2874610
2874610,2568837
2568837,50958507
50958507,3978822
1045388,1040313
1040313,2504303
2504303,2184090
2184090,2800096
2800096,1367059
1746747,2506539
2506539,1924404
1924404,2800096
2800096,2352283
2352283,1153024
1153024,3093191
2506539,1001711
1001711,1175628
1175628,1042441
1042441,1162106
1162106,1224219
1224219,1060617
1060617,1774648
