21,97
97,14
14,24
24,145
145,364
364,255
255,399
399,86
86,202
202,72
72,139
139,38
38,540
540,149
149,572
572,955
955,951
951,935
935,975
975,767
767,1104
1104,1106
1106,110
110,12
12,303
303,900
900,304
304,60
60,2907
2907,45
45,1318
1318,1265
1265,878
878,1434
1434,1357
1357,1397
1397,1411
1411,146
146,1451
1451,75
75,1062
1062,1620
1620,605
605,359
359,647
647,1549
1549,1127
1127,262
262,1684
1684,1692
1692,1187
1187,1258
1258,790
790,147
147,813
813,1781
1781,597
597,479
479,1334
1334,1825
1825,1341
1341,1537
1537,1911
1911,377
377,205
205,620
620,483
483,1360
1360,583
583,1956
1956,23
23,244
244,1992
1992,1052
1052,2138
2138,1876
1876,863
863,2089
2089,313
313,143
143,535
535,2196
2196,2221
2221,398
398,809
809,20
20,507
507,213
213,1168
1168,2055
2055,1224
1224,1856
1856,2061
2061,1625
1625,844
844,1835
1835,909
909,356
356,2366
2366,2471
2471,372
372,739
739,3320
3320,2337
2337,157
157,1394
1394,1928
1928,2549
2549,1362
1362,492
492,2140
2140,2575
2575,1176
1176,1710
1710,1349
1349,1718
1718,2633
2633,2018
2018,2309
2309,322
322,2620
2620,2008
2008,1880
1880,815
815,2351
2351,1560
1560,703
703,2214
2214,869
869,1381
1381,2728
2728,1595
1595,2435
2435,1566
1566,1647
1647,1887
1887,2767
2767,585
585,2802
2802,391
391,151
151,2475
2475,2830
2830,731
731,2233
2233,458
458,1487
1487,2507
2507,278
278,2889
2889,2943
2943,1664
1664,2952
2952,2596
2596,8
8,2280
2280,1179
1179,2624
2624,54
54,2735
2735,2742
2742,7703
7703,1597
1597,2670
2670,1700
1700,3140
3140,3157
3157,3160
3160,3098
3098,1481
1481,2924
2924,2182
2182,3085
3085,358
358,1262
1262,2405
2405,1465
1465,348
348,3125
3125,1816
1816,1263
1263,2707
2707,3353
3353,1539
1539,9714
9714,1598
1598,1962
1962,2837
2837,2434
2434,3375
3375,1790
1790,9547
9547,2169
2169,1924
1924,3148
3148,2666
2666,1043
1043,3250
3250,3402
82,206
206,221
221,255
255,523
523,397
397,108
108,130
130,72
72,4
4,372
372,619
619,704
704,398
398,692
692,125
125,250
250,149
149,829
829,214
214,462
462,586
586,891
891,21
21,505
505,936
936,1038
1038,7
7,645
645,51
51,1092
1092,20
20,110
110,660
660,304
304,1206
1206,1233
1233,1254
1254,1286
1286,1003
1003,808
808,566
566,701
701,970
970,330
330,478
478,815
815,47
47,791
791,1165
1165,1417
1417,1230
1230,1593
1593,1127
1127,1656
1656,821
821,793
793,969
969,101
101,129
129,73
73,1476
1476,1664
1664,1888
1888,281
281,1955
1955,1297
1297,1816
1816,1974
1974,91
91,305
305,1121
1121,1612
1612,116
116,1086
1086,1865
1865,1680
1680,229
229,1690
1690,427
427,2093
2093,244
244,294
294,2154
2154,52
52,839
839,374
374,1324
1324,147
147,492
492,2227
2227,1953
1953,1650
1650,2250
2250,2220
2220,982
982,2042
2042,2058
2058,1323
1323,2299
2299,1191
1191,594
594,1688
1688,2242
2242,143
143,1574
1574,2249
2249,1944
1944,356
356,2221
2221,1012
1012,347
347,805
805,2324
2324,2429
2429,1695
1695,2450
2450,207
207,2171
2171,1334
1334,3320
3320,2256
2256,1052
1052,2108
2108,458
458,2512
2512,1947
