user1,user2,timestamp
5752,2607,1285351494.0
2607,8379,128535152.0
8379,2402,1285351586.0
2402,10558,128535161.0
10558,12541,128535168.0
12541,2624,1285351857.0
2624,10108,1285352167.0
10108,12188,1285352369.0
12188,5745,1285353656.0
5745,12587,1285356934.0
12587,4824,1285362758.0
4824,6721,1285365899.0
6721,8524,1285374501.0
8524,4630,1285374726.0
4630,1,1.0
9000,12533,1285027203.0
12533,7784,1285064501.0
7784,435,1285074576.0
435,993,1285083988.0
993,8315,12851091.0
8315,892,1285151705.0
892,6425,1285242253.0
6425,4696,1285329072.0
4696,10204,1285402724.0
10204,7752,1285403935.0
7752,4116,1285418033.0
4116,2929,1285461824.0
2929,321,1285479051.0
321,9084,1285554907.0
9084,5982,1285598484.0
5982,7957,1285600486.0
7957,4797,1285604706.0
4797,8272,1285663383.0
8272,9191,1285693361.0
9191,10802,1285708396.0
10802,4163,1285727862.0
4163,4196,1285762427.0
4196,762,1285772201.0
762,6439,1285830021.0
6439,10255,128585059.0
10255,3832,1285925856.0
3832,1,1.0
5115,10241,1285146256.0
10241,9875,1285148588.0
9875,11197,1285155632.0
11197,8570,1285218704.0
8570,4290,1285224401.0
4290,8211,1285230887.0
8211,920,1285235527.0
920,9119,1285236259.0
9119,9732,1285246336.0
9732,7953,1285305877.0
7953,571,1285305887.0
571,5270,1285305988.0
5270,11851,1285397986.0
11851,8118,1285398085.0
8118,953,1285401544.0
953,3768,1285404211.0
3768,4087,1285406227.0
4087,12112,1285406888.0
12112,10372,1285419189.0
10372,5267,12854967.0
5267,6925,1285503627.0
6925,11179,1285504379.0
11179,5470,1285505282.0
5470,6070,1285516859.0
6070,4948,128551902.0
4948,6841,1285520477.0
6841,5347,1285521776.0
5347,1,1.0
7350,7147,1285290603.0
7147,8778,1285293561.0
8778,1908,1285294437.0
1908,5780,1285294437.0
5780,8526,1285294446.0
8526,5343,1285294643.0
5343,883,1285298133.0
883,987,1285299562.0
987,8728,1285300045.0
8728,12485,1285301731.0
12485,7768,1285301964.0
7768,3251,1285305698.0
3251,11978,1285305733.0
11978,10134,1285385368.0
10134,1615,1285389462.0
1615,3624,1285393044.0
3624,4430,1285394962.0
4430,1,1.0
781,7118,1285463023.0
7118,6109,1285463118.0
6109,7802,1285463764.0
7802,9974,1285463841.0
9974,3989,1285463996.0
3989,2761,1285464156.0
2761,1993,1285464236.0
1993,3067,1285464243.0
3067,10547,1285464252.0
10547,9208,1285464453.0
9208,606,1285464556.0
606,8051,1285465444.0
8051,1718,1285469067.0
1718,4298,1285470018.0
4298,6075,1285470066.0
6075,1,1.0
5752,8159,1285075958.0
8159,12578,1285090378.0
12578,9180,1285116827.0
9180,892,1285211702.0
892,7222,1285316675.0
7222,11113,1285338812.0
11113,11990,1285354487.0
11990,99,1285398299.0
99,7506,1285422648.0
7506,12591,1285462089.0
12591,5071,1285558307.0
5071,7535,1285705992.0
7535,4829,1285732575.0
4829,11395,1285780628.0
11395,3099,1285786078.0
3099,12154,1285786562.0
12154,1580,1285808087.0
1580,6304,1285855445.0
6304,11214,1285894345.0
11214,10824,1285901235.0
10824,6985,1285920534.0
6985,11056,1285929561.0
11056,1,1.0
7595,8496,1285077957.0
8496,3928,1285094948.0
3928,3217,1285117382.0
3217,6759,1285163009.0
6759,5566,1285183384.0
5566,1806,1285183784.0
1806,5275,1285192825.0
5275,6295,1285196128.0
6295,1840,1285197176.0
1840,8285,128520993.0
8285,10563,1285246006.0
10563,396,128524907.0
396,12331,1285274191.0
12331,10267,1285279254.0
10267,11141,1285281266.0
11141,10725,1285294385.0
10725,7305,1285297908.0
7305,5217,1285348777.0
5217,5799,128534884.0
5799,6746,1285352027.0
6746,345,1285354483.0
345,11918,1285355951.0
11918,4775,1285420227.0
4775,2938,128542068.0
2938,6422,1285421179.0
6422,6061,1285421908.0
6061,8254,1285422961.0
8254,9734,1285423871.0
9734,3553,1285424793.0
3553,8497,128542641.0
8497,5426,1285426589.0
5426,6171,1285427177.0
6171,9800,1285428441.0
9800,6150,1285431163.0
6150,586,1285431269.0
586,1459,1285431982.0
1459,1379,1285432.0
1379,8247,1285432314.0
8247,11505,1285432451.0
11505,4069,1285432512.0
4069,2040,1285433268.0
2040,4992,1285434017.0
4992,5455,1285434029.0
5455,2716,1285434216.0
2716,3445,1285435081.0
3445,9194,1285436586.0
9194,1857,1285436771.0
1857,1809,1285437104.0
1809,4772,1285440874.0
4772,11449,1285440912.0
11449,3867,12854446.0
3867,2517,1285444772.0
2517,11671,1285445406.0
11671,2815,1285445533.0
2815,11637,1285450117.0
11637,1451,1285452285.0
1451,1297,1285452768.0
1297,8736,1285457504.0
8736,9512,1285461886.0
9512,2561,1285466104.0
2561,4963,1285467832.0
4963,9948,1285467935.0
9948,8543,1285475194.0
8543,5255,1285476436.0
5255,9315,1285487697.0
9315,6368,12854947.0
6368,6362,1285496801.0
6362,1890,128550967.0
1890,790,1285510622.0
790,9189,1285514804.0
9189,9376,128552182.0
9376,123,1285521884.0
123,4132,1285523571.0
4132,7902,128552374.0
7902,7114,1285528558.0
7114,8847,1285530494.0
8847,7213,1285534378.0
7213,11061,128554622.0
11061,4500,1285550321.0
4500,4873,1285550866.0
4873,7946,1285551884.0
7946,184,1285552521.0
184,3057,1285554711.0
3057,10555,1285555747.0
10555,11084,1285555927.0
11084,8979,1285558168.0
8979,5614,1285561461.0
5614,10235,1285582161.0
10235,160,128559782.0
160,9270,128559892.0
9270,1112,128560665.0
1112,46,1285611832.0
46,5400,1285614563.0
5400,1028,1285615211.0
1028,907,1285616238.0
907,8444,1285620046.0
8444,1417,1285621524.0
1417,1600,1285622184.0
1600,11979,128563427.0
11979,8480,128563796.0
8480,3260,128563808.0
3260,7113,1285676338.0
7113,1510,1285682418.0
1510,5489,1285692111.0
5489,11965,1285695212.0
11965,11351,1285697576.0
11351,9866,1285710254.0
9866,40,128573078.0
40,521,1285734704.0
521,4854,1285794199.0
4854,1644,1285794712.0
1644,375,128581689.0
375,7267,1285862121.0
7267,8240,1285864452.0
8240,3109,1285872196.0
3109,2062,128589791.0
2062,5042,1285934719.0
5042,5337,1285949557.0
5337,1242,1285951718.0
1242,6861,1285955218.0
6861,1,1.0
7847,12174,1285145365.0
12174,35,1285413929.0
35,8643,1285417316.0
8643,11451,1285551387.0
11451,6669,1285552715.0
6669,1,1.0
7173,11810,128507712.0
11810,477,1285077609.0
